lpa_name,year_month,median_decision_time,approval_rate,decision_volume,p90_volume,shock_flag,shock_intensity,baseline_mdt,baseline_ar,impact_mdt,impact_ar,shock_month,impact_mdt_norm,impact_ar_norm,resilience_index
Barnet,2020-02-01,52.0,0.6861471861471862,462,660.0,0,0.7,55.0,0.6579439556858913,-3.0,-0.028203230461294915,False,-0.17332834878437753,-0.36987118474302094,0.27159976676369924
Barnet,2020-03-01,46.0,0.650088809946714,563,660.0,0,0.853030303030303,55.0,0.6579439556858913,-9.0,0.007855145739177227,False,-0.43881867597537044,0.014729200157406946,0.21204473790898176
Barnet,2020-04-01,55.0,0.6274864376130199,553,660.0,0,0.8378787878787879,55.0,0.6579439556858913,0.0,0.030457518072871337,False,-0.040583185188881106,0.2558071968722927,-0.1076120058417058
Barnet,2020-05-01,55.0,0.6609756097560976,410,660.0,0,0.6212121212121212,55.0,0.6579439556858913,0.0,-0.0030316540702063355,False,-0.040583185188881106,-0.10138993326513464,0.07098655922700788
Barnet,2020-06-01,52.0,0.6247544204322201,509,660.0,0,0.7712121212121212,55.0,0.6579439556858913,-3.0,0.03318953525367119,False,-0.17332834878437753,0.28494702428572033,-0.0558093377506714
Barnet,2020-07-01,46.0,0.6050269299820467,557,660.0,0,0.843939393939394,55.0,0.6579439556858913,-9.0,0.0529170257038446,False,-0.43881867597537044,0.49536139175678967,-0.028271357890709614
Barnet,2020-08-01,50.0,0.6048526863084922,577,660.0,0,0.8742424242424243,55.0,0.6579439556858913,-5.0,0.05309126937739905,False,-0.2618251245147085,0.4972198832080667,-0.11769737934667909
Barnet,2020-09-01,55.0,0.6418439716312057,564,660.0,0,0.8545454545454545,55.0,0.6579439556858913,0.0,0.0160999840546856,False,-0.040583185188881106,0.10266904447975878,-0.031042929645438835
Barnet,2020-10-01,55.0,0.6581818181818182,550,660.0,0,0.8333333333333334,55.0,0.6579439556858913,0.0,-0.00023786249592694375,False,-0.040583185188881106,-0.07159121718247984,0.056087201185680474
Barnet,2020-11-01,56.0,0.6131045241809673,641,660.0,0,0.9712121212121212,55.0,0.6579439556858913,1.0,0.04483943150492398,False,0.00366520267628437,0.4092053812725001,-0.20643529197439225
Barnet,2020-12-01,51.0,0.6294706723891274,699,660.0,1,1.059090909090909,55.0,0.6579439556858913,-4.0,0.028473283296763907,True,-0.21757673664954302,0.23464325276174952,-0.008533258056103249
Barnet,2021-01-01,55.0,0.6247933884297521,605,660.0,0,0.9166666666666666,55.0,0.6579439556858913,0.0,0.033150567256139185,False,-0.040583185188881106,0.28453138973894304,-0.12197410227503097
Barnet,2021-02-01,56.0,0.6706827309236948,498,660.0,0,0.7545454545454545,55.0,0.6579439556858913,1.0,-0.012738775237803535,False,0.00366520267628437,-0.20492655722670086,0.10063067727520825
Barnet,2021-03-01,54.0,0.6474258970358814,641,660.0,0,0.9712121212121212,55.0,0.6579439556858913,-1.0,0.010518058650009876,False,-0.08483157305404658,0.04313195808440271,0.020849807484821934
Barnet,2021-04-01,55.0,0.6189655172413793,580,660.0,0,0.8787878787878788,55.0,0.6579439556858913,0.0,0.03897843844451199,False,-0.040583185188881106,0.3466917457609911,-0.153054280286055
Barnet,2021-05-01,56.0,0.6442622950819672,610,660.0,0,0.9242424242424242,55.0,0.6579439556858913,1.0,0.013681660603924062,False,0.00366520267628437,0.07687508956604747,-0.04027014612116592
Barnet,2021-06-01,56.0,0.7108753315649867,754,660.0,1,1.1424242424242423,55.0,0.6579439556858913,1.0,-0.052931375879095466,True,0.00366520267628437,-0.6336227800085702,0.31497878866614293
Barnet,2021-07-01,55.0,0.6641697877652933,801,660.0,1,1.2136363636363636,55.0,0.6579439556858913,0.0,-0.006225832079402083,True,-0.040583185188881106,-0.13545919043154805,0.08802118781021458
Barnet,2021-08-01,49.0,0.6607142857142857,616,660.0,0,0.9333333333333333,55.0,0.6579439556858913,-6.0,-0.002770330028394441,False,-0.30607351237987396,-0.09860263839345725,0.2023380753866656
Barnet,2021-09-01,56.0,0.6563380281690141,710,660.0,1,1.0757575757575757,55.0,0.6579439556858913,1.0,0.0016059275168771592,True,0.00366520267628437,-0.05192526371143203,0.02413003051757383
Barnet,2021-10-01,55.0,0.6384479717813051,567,660.0,0,0.8590909090909091,55.0,0.6579439556858913,0.0,0.019495983904586178,False,-0.040583185188881106,0.13889094316238595,-0.04915387898675243
Barnet,2021-11-01,55.0,0.6726384364820847,614,660.0,0,0.9303030303030303,55.0,0.6579439556858913,0.0,-0.014694480796193399,False,-0.040583185188881106,-0.22578620732094995,0.13318469625491552
Barnet,2021-12-01,51.0,0.6174055829228243,609,660.0,0,0.9227272727272727,55.0,0.6579439556858913,-4.0,0.04053837276306693,False,-0.21757673664954302,0.36333008066548306,-0.07287667200797002
Barnet,2022-01-01,56.0,0.6577060931899642,558,660.0,0,0.8454545454545455,55.0,0.6579439556858913,1.0,0.00023786249592705477,False,0.00366520267628437,-0.06651711140587516,0.031425954364795394
Barnet,2022-02-01,56.0,0.6627450980392157,510,660.0,0,0.7727272727272727,55.0,0.6579439556858913,1.0,-0.004801142353324406,False,0.00366520267628437,-0.12026338089295921,0.05829908910833742
Barnet,2022-03-01,55.0,0.6666666666666666,690,660.0,1,1.0454545454545454,55.0,0.6579439556858913,0.0,-0.008722710980775372,True,-0.040583185188881106,-0.16209102158165267,0.10133710338526689
Barnet,2022-04-01,53.0,0.6598130841121496,535,660.0,0,0.8106060606060606,55.0,0.6579439556858913,-2.0,-0.0018691284262583041,False,-0.12907996091921206,-0.08899037850888979,0.10903516971405092
Barnet,2022-05-01,55.0,0.7142857142857143,651,660.0,0,0.9863636363636363,55.0,0.6579439556858913,0.0,-0.056341758599823044,False,-0.040583185188881106,-0.6699980870872184,0.3552906361380498
Barnet,2022-06-01,56.0,0.6959619952494062,421,660.0,0,0.6378787878787879,55.0,0.6579439556858913,1.0,-0.038018039563514905,False,0.00366520267628437,-0.47455641342474414,0.23544560537422987
Barnet,2022-07-01,56.0,0.691358024691358,486,660.0,0,0.7363636363636363,55.0,0.6579439556858913,1.0,-0.03341406900546673,False,0.00366520267628437,-0.4254502407326865,0.21089251902820105
Barnet,2022-08-01,55.0,0.6697761194029851,536,660.0,0,0.8121212121212121,55.0,0.6579439556858913,0.0,-0.011832163717093835,False,-0.040583185188881106,-0.19525659488891964,0.11791989003890037
Barnet,2022-09-01,56.0,0.6884057971014492,552,660.0,0,0.8363636363636363,55.0,0.6579439556858913,1.0,-0.030461841415557966,False,0.00366520267628437,-0.39396163844288884,0.19514821788330222
Barnet,2022-10-01,56.0,0.7353497164461248,529,660.0,0,0.8015151515151515,55.0,0.6579439556858913,1.0,-0.07740576076023353,False,0.00366520267628437,-0.894667753114255,0.4455012752189853
Barnet,2022-11-01,56.0,0.6603053435114504,524,660.0,0,0.793939393939394,55.0,0.6579439556858913,1.0,-0.002361387825559169,False,0.00366520267628437,-0.0942408410751849,0.04528781919945027
Barnet,2022-12-01,56.0,0.6574585635359116,543,660.0,0,0.8227272727272728,55.0,0.6579439556858913,1.0,0.00048539214997966873,False,0.00366520267628437,-0.06387694814135027,0.03010587273253295
Barnet,2023-01-01,56.0,0.6701461377870563,479,660.0,0,0.7257575757575757,55.0,0.6579439556858913,1.0,-0.012202182101165082,False,0.00366520267628437,-0.19920322887329114,0.09776901309850339
Barnet,2023-02-01,56.0,0.6485148514851485,404,660.0,0,0.6121212121212121,55.0,0.6579439556858913,1.0,0.009429104200742722,False,0.00366520267628437,0.03151711724967601,-0.01759115996298019
Barnet,2023-03-01,56.0,0.65,540,660.0,0,0.8181818181818182,55.0,0.6579439556858913,1.0,0.007943955685891235,False,0.00366520267628437,0.015676451345294513,-0.009670827010789442
Barnet,2023-04-01,56.0,0.6708333333333333,480,660.0,0,0.7272727272727273,55.0,0.6579439556858913,1.0,-0.012889377647442024,False,0.00366520267628437,-0.20653288981338946,0.10143384356855255
Barnet,2023-05-01,56.0,0.6768402154398564,557,660.0,0,0.843939393939394,55.0,0.6579439556858913,1.0,-0.01889625975396514,False,0.00366520267628437,-0.2706025849481924,0.133468691135954
Barnet,2023-06-01,55.0,0.6732673267326733,505,660.0,0,0.7651515151515151,55.0,0.6579439556858913,0.0,-0.015323371046782053,False,-0.040583185188881106,-0.23249398115668235,0.13653858317278172
Barnet,2023-07-01,56.0,0.6565656565656566,495,660.0,0,0.75,55.0,0.6579439556858913,1.0,0.0013782991202346828,False,0.00366520267628437,-0.05435315920168479,0.025343978262700212
Barnet,2023-08-01,55.0,0.6570458404074703,589,660.0,0,0.8924242424242425,55.0,0.6579439556858913,0.0,0.0008981152784209856,False,-0.040583185188881106,-0.05947482328765925,0.050029004238270176
Barnet,2023-09-01,56.0,0.6842105263157895,475,660.0,0,0.7196969696969697,55.0,0.6579439556858913,1.0,-0.026266570629898234,False,0.00366520267628437,-0.34921467729422995,0.17277473730897278
Barnet,2023-10-01,55.0,0.6517509727626459,514,660.0,0,0.7787878787878788,55.0,0.6579439556858913,0.0,0.006192982923245327,False,-0.040583185188881106,-0.002999508845474259,0.021791347017177682
Barnet,2023-11-01,56.0,0.6716981132075471,530,660.0,0,0.803030303030303,55.0,0.6579439556858913,1.0,-0.013754157521655874,False,0.00366520267628437,-0.21575667378601426,0.10604573555486495
Barnet,2023-12-01,55.0,0.6590909090909091,528,660.0,0,0.8,55.0,0.6579439556858913,0.0,-0.0011469534050178032,False,-0.040583185188881106,-0.08128762479667646,0.06093540499277879
Barnet,2024-01-01,56.0,0.6409395973154363,596,660.0,0,0.9030303030303031,55.0,0.6579439556858913,1.0,0.017004358370454997,False,0.00366520267628437,0.11231514468142055,-0.05799017367885246
Barnet,2024-02-01,56.0,0.7048054919908466,437,660.0,0,0.6621212121212121,55.0,0.6579439556858913,1.0,-0.046861536304955376,False,0.00366520267628437,-0.5688815774785584,0.282608187401137
Barnet,2024-03-01,54.0,0.7413793103448276,522,660.0,0,0.7909090909090909,55.0,0.6579439556858913,-1.0,-0.08343535465893637,False,-0.08483157305404658,-0.9589796933231437,0.5219056331885952
Barnet,2024-04-01,55.0,0.7239130434782609,460,660.0,0,0.696969696969697,55.0,0.6579439556858913,0.0,-0.06596908779236965,False,-0.040583185188881106,-0.772683645982909,0.40663341558589505
Barnet,2024-05-01,55.0,0.7269565217391304,575,660.0,0,0.8712121212121212,55.0,0.6579439556858913,0.0,-0.06901256605323913,False,-0.040583185188881106,-0.8051455323434812,0.42286435876618117
Barnet,2024-06-01,55.0,0.7074148296593187,499,660.0,0,0.7560606060606061,55.0,0.6579439556858913,0.0,-0.04947087397342742,False,-0.040583185188881106,-0.5967128992788006,0.31864804223384086
Barnet,2024-07-01,46.0,0.6912065439672802,489,660.0,0,0.740909090909091,55.0,0.6579439556858913,-9.0,-0.03326258828138895,False,-0.43881867597537044,-0.42383454000169946,0.43132660798853495
Barnet,2024-08-01,48.5,0.6444444444444445,450,660.0,0,0.6818181818181818,55.0,0.6579439556858913,-6.5,0.013499511241446771,False,-0.3281977063124567,0.0749322756542769,0.1266327153290899
Barnet,2024-09-01,54.0,0.6806883365200764,523,660.0,0,0.7924242424242425,55.0,0.6579439556858913,-1.0,-0.022744380834185174,False,-0.08483157305404658,-0.3116468305450503,0.19823920179954846
Barnet,2024-10-01,51.0,0.682261208576998,513,660.0,0,0.7772727272727272,55.0,0.6579439556858913,-4.0,-0.024317252891106755,False,-0.21757673664954302,-0.3284231599928319,0.27299994832118746
Barnet,2024-11-01,47.0,0.6493775933609959,482,660.0,0,0.7303030303030303,55.0,0.6579439556858913,-8.0,0.008566362324895382,False,-0.39457028811020495,0.02231507066621785,0.18612760872199355
Barnet,2024-12-01,24.0,0.785329018338727,927,660.0,1,1.4045454545454545,55.0,0.6579439556858913,-31.0,-0.12738506265283578,True,-1.412283209009011,-1.4277494048803103,1.4200163069446607
Barnet,2025-01-01,50.0,0.6414048059149723,541,660.0,0,0.8196969696969697,55.0,0.6579439556858913,-5.0,0.01653914977091897,False,-0.2618251245147085,0.10735320725401631,0.0772359586303461
Barnet,2025-02-01,53.0,0.7008086253369272,371,660.0,0,0.5621212121212121,55.0,0.6579439556858913,-2.0,-0.04286466965103597,False,-0.12907996091921206,-0.526250804396964,0.32766538265808803
Barnet,2025-03-01,52.0,0.6584867075664622,489,660.0,0,0.740909090909091,55.0,0.6579439556858913,-3.0,-0.0005427518805709575,False,-0.17332834878437753,-0.07484318210830496,0.12408576544634124
Barnet,2025-04-01,52.0,0.656686626746507,501,660.0,0,0.759090909090909,55.0,0.6579439556858913,-3.0,0.001257328939384239,False,-0.17332834878437753,-0.055643433002642746,0.11448589089351013
Barnet,2025-05-01,52.0,0.6381118881118881,572,660.0,0,0.8666666666666667,55.0,0.6579439556858913,-3.0,0.01983206757400313,False,-0.17332834878437753,0.142475627838642,0.015426360472867759
Barnet,2025-06-01,48.0,0.6282828282828283,495,660.0,0,0.75,55.0,0.6579439556858913,-7.0,0.029661127403062926,False,-0.35032190024503945,0.24731285546222626,0.0515045223914066
Barnet,2025-07-01,46.0,0.6350877192982456,570,660.0,0,0.8636363636363636,55.0,0.6579439556858913,-9.0,0.022856236387645668,False,-0.43881867597537044,0.17473155870098517,0.13204355863719264
Barnet,2025-08-01,45.0,0.6803874092009685,413,660.0,0,0.6257575757575757,55.0,0.6579439556858913,-10.0,-0.02244345351507726,False,-0.48306706384053594,-0.3084371252019006,0.3957520945212183
Barnet,2025-09-01,53.0,0.6537037037037037,540,660.0,0,0.8181818181818182,55.0,0.6579439556858913,-2.0,0.004240251982187582,False,-0.12907996091921206,-0.023827431527360023,0.07645369622328604
Barnet,2025-10-01,53.0,0.6096491228070176,456,660.0,0,0.6909090909090909,55.0,0.6579439556858913,-2.0,0.048294832878873706,False,-0.12907996091921206,0.4460608594842209,-0.15849044928250444
Barnet,2025-11-01,49.0,0.6148648648648649,444,660.0,0,0.6727272727272727,55.0,0.6579439556858913,-6.0,0.043079090821026345,False,-0.30607351237987396,0.3904295023804815,-0.04217799500030378
Barnet,2025-12-01,49.0,0.6188436830835118,467,660.0,0,0.7075757575757575,55.0,0.6579439556858913,-6.0,0.03910027260237947,False,-0.30607351237987396,0.34799123478260824,-0.02095886120136714
Bexley,2019-01-01,70.0,1.0,9,292.4,0,0.030779753761969907,56.0,0.7229139388168075,14.0,-0.27708606118319246,False,0.5788942449234356,-3.0244674970832444,1.2227866260799045
Bexley,2019-02-01,38.0,0.6610169491525424,59,292.4,0,0.20177838577291382,56.0,0.7229139388168075,-18.0,0.061896989664265156,False,-0.8370541667618597,0.5911421217699314,0.12295602249596416
Bexley,2019-03-01,51.0,0.7407407407407407,135,292.4,0,0.4616963064295486,56.0,0.7229139388168075,-5.0,-0.017826801923933155,False,-0.2618251245147085,-0.259195695997389,0.26051041025604876
Bexley,2019-04-01,48.0,0.7126436781609196,261,292.4,0,0.8926128590971273,56.0,0.7229139388168075,-8.0,0.010270260655887986,False,-0.39457028811020495,0.040488932691717806,0.17704067770924356
Bexley,2019-05-01,54.0,0.7427184466019418,206,292.4,0,0.7045143638850889,56.0,0.7229139388168075,-2.0,-0.019804507785134207,False,-0.12907996091921206,-0.2802900023857004,0.20468498165245624
Bexley,2019-06-01,56.0,0.782608695652174,207,292.4,0,0.7079343365253079,56.0,0.7229139388168075,0.0,-0.0596947568353664,False,-0.040583185188881106,-0.7057613284708819,0.37317225682988153
Bexley,2019-07-01,55.0,0.7391304347826086,207,292.4,0,0.7079343365253079,56.0,0.7229139388168075,-1.0,-0.016216495965801103,False,-0.08483157305404658,-0.24202009474840844,0.1634258339012275
Bexley,2019-08-01,55.0,0.6940639269406392,219,292.4,0,0.7489740082079344,56.0,0.7229139388168075,-1.0,0.028850011876168313,False,-0.08483157305404658,0.23866145801415434,-0.07691494248005387
Bexley,2019-09-01,56.0,0.7739130434782608,230,292.4,0,0.7865937072503421,56.0,0.7229139388168075,0.0,-0.0509991046614533,False,-0.040583185188881106,-0.6130130817263868,0.326798133457634
Bexley,2019-10-01,56.0,0.6693227091633466,251,292.4,0,0.8584131326949385,56.0,0.7229139388168075,0.0,0.05359122965346097,False,-0.040583185188881106,0.5025524836984299,-0.23098464925477438
Bexley,2019-11-01,56.0,0.7225806451612903,155,292.4,0,0.5300957592339262,56.0,0.7229139388168075,0.0,0.00033329365551726386,False,-0.040583185188881106,-0.06549923804114477,0.053041211615012934
Bexley,2019-12-01,56.0,0.7232472324723247,271,292.4,0,0.9268125854993161,56.0,0.7229139388168075,0.0,-0.00033329365551715284,False,-0.040583185188881106,-0.07260909054721022,0.05659613786804567
Bexley,2020-01-01,56.0,0.73224043715847,183,292.4,0,0.6258549931600548,56.0,0.7229139388168075,0.0,-0.009326498341662437,False,-0.040583185188881106,-0.16853104678146014,0.10455711598517062
Bexley,2020-02-01,56.0,0.7239263803680982,163,292.4,0,0.5574555403556772,56.0,0.7229139388168075,0.0,-0.0010124415512906548,False,-0.040583185188881106,-0.0798529148577288,0.06021805002330495
Bexley,2020-03-01,56.0,0.6798780487804879,328,292.4,1,1.1217510259917922,56.0,0.7229139388168075,0.0,0.04303589003631969,True,-0.040583185188881106,0.38996872072093575,-0.17469276776602732
Bexley,2020-04-01,56.0,0.7157894736842105,285,292.4,0,0.9746922024623804,56.0,0.7229139388168075,0.0,0.007124465132597013,False,-0.040583185188881106,0.0069357254604973054,0.0168237298641919
Bexley,2020-05-01,56.0,0.7247706422018348,218,292.4,0,0.7455540355677155,56.0,0.7229139388168075,0.0,-0.001856703385027303,False,-0.040583185188881106,-0.08885785241805089,0.06472051880346599
Bexley,2020-06-01,56.0,0.6839622641509434,212,292.4,0,0.7250341997264023,56.0,0.7229139388168075,0.0,0.03895167466586413,False,-0.040583185188881106,0.34640628200321877,-0.15291154840716883
Bexley,2020-07-01,55.0,0.6920152091254753,263,292.4,0,0.899452804377565,56.0,0.7229139388168075,-1.0,0.030898729691332227,False,-0.08483157305404658,0.26051318133868073,-0.08784080414231707
Bexley,2020-08-01,55.0,0.6334661354581673,251,292.4,0,0.8584131326949385,56.0,0.7229139388168075,-1.0,0.08944780335864022,False,-0.08483157305404658,0.8850004334217436,-0.40008443018384854
Bexley,2020-09-01,56.0,0.6,285,292.4,0,0.9746922024623804,56.0,0.7229139388168075,0.0,0.12291393881680757,False,-0.040583185188881106,1.2419518531635036,-0.6006843339873112
Bexley,2020-10-01,56.0,0.628,250,292.4,0,0.8549931600547196,56.0,0.7229139388168075,0.0,0.09491393881680754,False,-0.040583185188881106,0.943302498646231,-0.4513596567286749
Bexley,2020-11-01,56.0,0.5818815331010453,287,292.4,0,0.9815321477428182,56.0,0.7229139388168075,0.0,0.14103240571576225,False,-0.040583185188881106,1.435204297599767,-0.6973105562054429
Bexley,2020-12-01,56.0,0.6313993174061433,293,292.4,1,1.0020519835841315,56.0,0.7229139388168075,0.0,0.09151462141066424,True,-0.040583185188881106,0.9070452147482301,-0.43323101477967446
Bexley,2021-01-01,56.0,0.6410256410256411,273,292.4,0,0.9336525307797539,56.0,0.7229139388168075,0.0,0.08188829779116646,False,-0.040583185188881106,0.8043703813433235,-0.3818935980772212
Bexley,2021-02-01,56.0,0.7327586206896551,232,292.4,0,0.7934336525307798,56.0,0.7229139388168075,0.0,-0.009844681872847594,False,-0.040583185188881106,-0.174058017392529,0.10732060129070504
Bexley,2021-03-01,56.0,0.6818181818181818,286,292.4,0,0.9781121751025993,56.0,0.7229139388168075,0.0,0.041095756998625776,False,-0.040583185188881106,0.3692751678857599,-0.1643459913484394
Bexley,2021-04-01,56.0,0.6847133757961783,314,292.4,1,1.0738714090287278,56.0,0.7229139388168075,0.0,0.03820056302062924,True,-0.040583185188881106,0.33839488885965424,-0.14890585183538657
Bexley,2021-05-01,57.0,0.6552901023890785,293,292.4,1,1.0020519835841315,56.0,0.7229139388168075,1.0,0.06762383642772907,True,0.00366520267628437,0.6522249463887824,-0.32794507453253335
Bexley,2021-06-01,56.0,0.6274509803921569,255,292.4,0,0.8720930232558141,56.0,0.7229139388168075,0.0,0.09546295842465069,False,-0.040583185188881106,0.9491583683426482,-0.45428759157688353
Bexley,2021-07-01,74.0,0.70995670995671,231,292.4,0,0.7900136798905609,56.0,0.7229139388168075,18.0,0.012957228860097536,False,0.7558877963840974,0.06914826554156125,-0.41251803096282935
Bexley,2021-08-01,83.0,0.6885245901639344,244,292.4,0,0.8344733242134064,56.0,0.7229139388168075,27.0,0.03438934865287313,False,1.1541232871705867,0.29774429204332153,-0.7259337896069541
Bexley,2021-09-01,85.0,0.7171314741035857,251,292.4,0,0.8584131326949385,56.0,0.7229139388168075,29.0,0.005782464713221858,False,1.2426200629009176,-0.00737811593265623,-0.6176209734841307
Bexley,2021-10-01,92.0,0.7683397683397684,259,292.4,0,0.8857729138166895,56.0,0.7229139388168075,36.0,-0.045425829522960814,False,1.5523587779570762,-0.5535682594886031,-0.49939525923423655
Bexley,2021-11-01,89.0,0.7453874538745388,271,292.4,0,0.9268125854993161,56.0,0.7229139388168075,33.0,-0.022473515057731208,False,1.4196136143615798,-0.3087577630700933,-0.5554279256457433
Bexley,2021-12-01,57.0,0.7462121212121212,264,292.4,0,0.9028727770177839,56.0,0.7229139388168075,1.0,-0.02329818239531367,False,0.00366520267628437,-0.317553704786539,0.1569442510551273
Bexley,2022-01-01,70.0,0.7132075471698113,265,292.4,0,0.9062927496580028,56.0,0.7229139388168075,14.0,0.00970639164699627,False,0.5788942449234356,0.03447467856536763,-0.3066844617444016
Bexley,2022-02-01,75.0,0.7474402730375427,293,292.4,1,1.0020519835841315,56.0,0.7229139388168075,19.0,-0.024526334220735135,True,0.8001361842492629,-0.3306532315690865,-0.2347414763400882
Bexley,2022-03-01,56.0,0.7561728395061729,324,292.4,1,1.1080711354309167,56.0,0.7229139388168075,0.0,-0.03325890068936532,True,-0.040583185188881106,-0.4237952079667859,0.2321891965778335
Bexley,2022-04-01,55.0,0.760655737704918,305,292.4,1,1.043091655266758,56.0,0.7229139388168075,-1.0,-0.03774179888811047,True,-0.08483157305404658,-0.47161001701756733,0.27822079503580693
Bexley,2022-05-01,54.0,0.7389830508474576,295,292.4,1,1.0088919288645692,56.0,0.7229139388168075,-2.0,-0.01606911203065009,True,-0.12907996091921206,-0.24044809056629896,0.18476402574275552
Bexley,2022-06-01,46.0,0.6170212765957447,94,292.4,0,0.32147742818057456,56.0,0.7229139388168075,-10.0,0.10589266222106286,False,-0.48306706384053594,1.0604020935785352,-0.28866751486899966
Bexley,2022-07-01,55.0,0.6986301369863014,146,292.4,0,0.49931600547195626,56.0,0.7229139388168075,-1.0,0.024283801830506158,False,-0.08483157305404658,0.18995804077389408,-0.05256323385992375
Bexley,2022-08-01,54.0,0.743859649122807,285,292.4,0,0.9746922024623804,56.0,0.7229139388168075,-2.0,-0.020945710305999454,False,-0.12907996091921206,-0.2924621236796251,0.21077104229941857
Bexley,2022-09-01,53.0,0.728744939271255,247,292.4,0,0.844733242134063,56.0,0.7229139388168075,-3.0,-0.00583100045444751,False,-0.17332834878437753,-0.13124789721955918,0.15228812300196837
Bexley,2022-10-01,55.0,0.7107843137254902,204,292.4,0,0.6976744186046512,56.0,0.7229139388168075,-1.0,0.01212962509131732,False,-0.08483157305404658,0.060321003707908626,0.012255284673068977
Bexley,2022-11-01,55.0,0.7320754716981132,265,292.4,0,0.9062927496580028,56.0,0.7229139388168075,-1.0,-0.009161532881305612,False,-0.08483157305404658,-0.16677151720098835,0.12580154512751746
Bexley,2022-12-01,54.0,0.6742081447963801,221,292.4,0,0.7558139534883721,56.0,0.7229139388168075,-2.0,0.048705794020427406,False,-0.12907996091921206,0.45044419090053145,-0.1606821149906597
Bexley,2023-01-01,56.0,0.7777777777777778,225,292.4,0,0.7694938440492477,56.0,0.7229139388168075,0.0,-0.054863838960970246,False,-0.040583185188881106,-0.6542345247239403,0.3474088549564107
Bexley,2023-02-01,54.0,0.7039473684210527,152,292.4,0,0.5198358413132695,56.0,0.7229139388168075,-2.0,0.01896657039575489,False,-0.12907996091921206,0.13324419306648635,-0.002082116073637147
Bexley,2023-03-01,55.0,0.6666666666666666,198,292.4,0,0.677154582763338,56.0,0.7229139388168075,-1.0,0.056247272150140915,False,-0.08483157305404658,0.5308819614557123,-0.22302519420083286
Bexley,2023-04-01,55.0,0.71,200,292.4,0,0.6839945280437757,56.0,0.7229139388168075,-1.0,0.01291393881680758,False,-0.08483157305404658,0.06868653184564803,0.008072520604199274
Bexley,2023-05-01,55.0,0.7307692307692307,208,292.4,0,0.7113543091655268,56.0,0.7229139388168075,-1.0,-0.007855291952423182,False,-0.08483157305404658,-0.15283908826331763,0.1188353306586821
Bexley,2023-06-01,56.0,0.7731481481481481,216,292.4,0,0.7387140902872777,56.0,0.7229139388168075,0.0,-0.050234209331340596,False,-0.040583185188881106,-0.6048546711331213,0.32271892816100123
Bexley,2023-07-01,56.0,0.7245762711864406,236,292.4,0,0.8071135430916553,56.0,0.7229139388168075,0.0,-0.0016623323696330905,False,-0.040583185188881106,-0.08678468176503845,0.06368393347695978
